"payment_id","subscription_id","payment_date","amount_usd","method"
49,7,2025-05-27 00:00:00.000,10.00,apple_pay
50,7,2025-06-26 00:00:00.000,10.00,paypal
51,7,2025-07-26 00:00:00.000,10.00,google_pay
52,7,2025-08-25 00:00:00.000,10.00,card
53,9,2025-01-23 00:00:00.000,10.00,card
54,9,2025-02-22 00:00:00.000,10.00,paypal
55,9,2025-03-24 00:00:00.000,10.00,card
56,9,2025-04-23 00:00:00.000,10.00,card
57,9,2025-05-23 00:00:00.000,10.00,paypal
58,9,2025-06-22 00:00:00.000,10.00,paypal
59,9,2025-07-22 00:00:00.000,10.00,card
60,9,2025-08-21 00:00:00.000,10.00,card
61,19,2024-09-18 00:00:00.000,10.00,apple_pay
62,19,2024-10-18 00:00:00.000,10.00,card
63,19,2024-11-17 00:00:00.000,10.00,google_pay
64,19,2024-12-17 00:00:00.000,10.00,card
65,19,2025-01-16 00:00:00.000,10.00,card
66,19,2025-02-15 00:00:00.000,10.00,paypal
67,19,2025-03-17 00:00:00.000,10.00,card
68,19,2025-04-16 00:00:00.000,10.00,apple_pay
69,19,2025-05-16 00:00:00.000,10.00,paypal
70,19,2025-06-15 00:00:00.000,10.00,google_pay
71,19,2025-07-15 00:00:00.000,10.00,card
72,19,2025-08-14 00:00:00.000,10.00,card
73,19,2025-09-13 00:00:00.000,10.00,card
74,23,2024-07-20 00:00:00.000,10.00,paypal
75,23,2024-08-19 00:00:00.000,10.00,card
76,23,2024-09-18 00:00:00.000,10.00,google_pay
77,23,2024-10-18 00:00:00.000,10.00,card
78,23,2024-11-17 00:00:00.000,10.00,apple_pay
79,23,2024-12-17 00:00:00.000,10.00,card
80,23,2025-01-16 00:00:00.000,10.00,google_pay
81,23,2025-02-15 00:00:00.000,10.00,card
82,23,2025-03-17 00:00:00.000,10.00,card
83,23,2025-04-16 00:00:00.000,10.00,google_pay
84,23,2025-05-16 00:00:00.000,10.00,card
85,23,2025-06-15 00:00:00.000,10.00,apple_pay
86,23,2025-07-15 00:00:00.000,10.00,card
87,23,2025-08-14 00:00:00.000,10.00,paypal
88,23,2025-09-13 00:00:00.000,10.00,card
89,27,2023-03-07 00:00:00.000,10.00,card
90,27,2023-04-06 00:00:00.000,10.00,paypal
91,27,2023-05-06 00:00:00.000,10.00,card
92,27,2023-06-05 00:00:00.000,10.00,apple_pay
93,27,2023-07-05 00:00:00.000,10.00,card
94,27,2023-08-04 00:00:00.000,10.00,card
95,27,2023-09-03 00:00:00.000,10.00,paypal
96,27,2023-10-03 00:00:00.000,10.00,card
97,27,2023-11-02 00:00:00.000,10.00,card
98,27,2023-12-02 00:00:00.000,10.00,card
99,27,2024-01-01 00:00:00.000,10.00,google_pay
100,27,2024-01-31 00:00:00.000,10.00,card
101,27,2024-03-01 00:00:00.000,10.00,apple_pay
102,27,2024-03-31 00:00:00.000,10.00,paypal
103,27,2024-04-30 00:00:00.000,10.00,card
104,27,2024-05-30 00:00:00.000,10.00,card
105,27,2024-06-29 00:00:00.000,10.00,paypal
106,27,2024-07-29 00:00:00.000,10.00,apple_pay
107,27,2024-08-28 00:00:00.000,10.00,apple_pay
108,27,2024-09-27 00:00:00.000,10.00,google_pay
109,27,2024-10-27 00:00:00.000,10.00,paypal
110,27,2024-11-26 00:00:00.000,10.00,apple_pay
111,27,2024-12-26 00:00:00.000,10.00,card
112,27,2025-01-25 00:00:00.000,10.00,card
113,27,2025-02-24 00:00:00.000,10.00,card
114,27,2025-03-26 00:00:00.000,10.00,apple_pay
115,27,2025-04-25 00:00:00.000,10.00,card
116,27,2025-05-25 00:00:00.000,10.00,google_pay
117,27,2025-06-24 00:00:00.000,10.00,card
118,27,2025-07-24 00:00:00.000,10.00,card
119,27,2025-08-23 00:00:00.000,10.00,card
120,28,2023-05-08 00:00:00.000,10.00,card
121,28,2023-06-07 00:00:00.000,10.00,card
122,28,2023-07-07 00:00:00.000,10.00,card
123,28,2023-08-06 00:00:00.000,10.00,card
124,28,2023-09-05 00:00:00.000,10.00,card
125,28,2023-10-05 00:00:00.000,10.00,paypal
126,28,2023-11-04 00:00:00.000,10.00,card
127,28,2023-12-04 00:00:00.000,10.00,card
128,28,2024-01-03 00:00:00.000,10.00,google_pay
129,28,2024-02-02 00:00:00.000,10.00,card
130,28,2024-03-03 00:00:00.000,10.00,apple_pay
131,28,2024-04-02 00:00:00.000,10.00,paypal
132,28,2024-05-02 00:00:00.000,10.00,card
133,28,2024-06-01 00:00:00.000,10.00,google_pay
134,28,2024-07-01 00:00:00.000,10.00,card
135,28,2024-07-31 00:00:00.000,10.00,google_pay
136,28,2024-08-30 00:00:00.000,10.00,card
137,28,2024-09-29 00:00:00.000,10.00,card
138,28,2024-10-29 00:00:00.000,10.00,card
139,28,2024-11-28 00:00:00.000,10.00,paypal
140,28,2024-12-28 00:00:00.000,10.00,google_pay
141,28,2025-01-27 00:00:00.000,10.00,card
142,28,2025-02-26 00:00:00.000,10.00,card
143,28,2025-03-28 00:00:00.000,10.00,apple_pay
144,28,2025-04-27 00:00:00.000,10.00,card
145,28,2025-05-27 00:00:00.000,10.00,paypal
146,28,2025-06-26 00:00:00.000,10.00,card
147,28,2025-07-26 00:00:00.000,10.00,card
148,28,2025-08-25 00:00:00.000,10.00,google_pay
149,32,2025-07-13 00:00:00.000,10.00,apple_pay
150,32,2025-08-12 00:00:00.000,10.00,google_pay
151,32,2025-09-11 00:00:00.000,10.00,card
152,34,2022-10-02 00:00:00.000,100.00,card
153,35,2022-07-21 00:00:00.000,100.00,card
154,35,2023-07-21 00:00:00.000,100.00,card
155,35,2024-07-20 00:00:00.000,100.00,google_pay
156,35,2025-07-20 00:00:00.000,100.00,apple_pay
157,39,2025-04-21 00:00:00.000,10.00,card
158,39,2025-05-21 00:00:00.000,10.00,apple_pay
159,39,2025-06-20 00:00:00.000,10.00,card
160,39,2025-07-20 00:00:00.000,10.00,google_pay
161,39,2025-08-19 00:00:00.000,10.00,card
162,43,2023-11-18 00:00:00.000,10.00,paypal
163,43,2023-12-18 00:00:00.000,10.00,card
164,43,2024-01-17 00:00:00.000,10.00,card
165,43,2024-02-16 00:00:00.000,10.00,card
166,43,2024-03-17 00:00:00.000,10.00,apple_pay
167,43,2024-04-16 00:00:00.000,10.00,apple_pay
168,43,2024-05-16 00:00:00.000,10.00,google_pay
169,43,2024-06-15 00:00:00.000,10.00,card
170,43,2024-07-15 00:00:00.000,10.00,paypal
171,43,2024-08-14 00:00:00.000,10.00,card
172,43,2024-09-13 00:00:00.000,10.00,card
173,43,2024-10-13 00:00:00.000,10.00,paypal
174,43,2024-11-12 00:00:00.000,10.00,card
175,43,2024-12-12 00:00:00.000,10.00,card
176,43,2025-01-11 00:00:00.000,10.00,apple_pay
177,43,2025-02-10 00:00:00.000,10.00,google_pay
178,43,2025-03-12 00:00:00.000,10.00,google_pay
179,43,2025-04-11 00:00:00.000,10.00,google_pay
180,43,2025-05-11 00:00:00.000,10.00,apple_pay
181,43,2025-06-10 00:00:00.000,10.00,google_pay
182,43,2025-07-10 00:00:00.000,10.00,card
183,43,2025-08-09 00:00:00.000,10.00,paypal
184,43,2025-09-08 00:00:00.000,10.00,google_pay
185,44,2023-07-28 00:00:00.000,100.00,google_pay
186,49,2024-10-02 00:00:00.000,10.00,card
187,49,2024-11-01 00:00:00.000,10.00,card
188,49,2024-12-01 00:00:00.000,10.00,paypal
189,49,2024-12-31 00:00:00.000,10.00,paypal
190,49,2025-01-30 00:00:00.000,10.00,card
191,49,2025-03-01 00:00:00.000,10.00,google_pay
192,49,2025-03-31 00:00:00.000,10.00,card
193,49,2025-04-30 00:00:00.000,10.00,card
194,49,2025-05-30 00:00:00.000,10.00,card
195,49,2025-06-29 00:00:00.000,10.00,apple_pay
196,49,2025-07-29 00:00:00.000,10.00,google_pay
197,49,2025-08-28 00:00:00.000,10.00,card
198,50,2022-12-28 00:00:00.000,10.00,card
199,50,2023-01-27 00:00:00.000,10.00,google_pay
200,50,2023-02-26 00:00:00.000,10.00,google_pay
201,50,2023-03-28 00:00:00.000,10.00,google_pay
202,50,2023-04-27 00:00:00.000,10.00,google_pay
203,50,2023-05-27 00:00:00.000,10.00,card
204,50,2023-06-26 00:00:00.000,10.00,card
205,50,2023-07-26 00:00:00.000,10.00,card
206,50,2023-08-25 00:00:00.000,10.00,paypal
207,50,2023-09-24 00:00:00.000,10.00,card
208,50,2023-10-24 00:00:00.000,10.00,card
209,50,2023-11-23 00:00:00.000,10.00,card
210,50,2023-12-23 00:00:00.000,10.00,apple_pay
211,50,2024-01-22 00:00:00.000,10.00,card
212,50,2024-02-21 00:00:00.000,10.00,apple_pay
213,50,2024-03-22 00:00:00.000,10.00,card
214,50,2024-04-21 00:00:00.000,10.00,card
215,50,2024-05-21 00:00:00.000,10.00,card
216,50,2024-06-20 00:00:00.000,10.00,google_pay
217,50,2024-07-20 00:00:00.000,10.00,paypal
218,50,2024-08-19 00:00:00.000,10.00,paypal
219,50,2024-09-18 00:00:00.000,10.00,card
220,50,2024-10-18 00:00:00.000,10.00,apple_pay
221,50,2024-11-17 00:00:00.000,10.00,card
222,50,2024-12-17 00:00:00.000,10.00,card
223,50,2025-01-16 00:00:00.000,10.00,paypal
224,50,2025-02-15 00:00:00.000,10.00,paypal
225,50,2025-03-17 00:00:00.000,10.00,card
226,50,2025-04-16 00:00:00.000,10.00,card
227,50,2025-05-16 00:00:00.000,10.00,card
228,50,2025-06-15 00:00:00.000,10.00,card
229,50,2025-07-15 00:00:00.000,10.00,card
230,50,2025-08-14 00:00:00.000,10.00,apple_pay
231,50,2025-09-13 00:00:00.000,10.00,apple_pay
232,54,2022-08-22 00:00:00.000,10.00,paypal
233,54,2022-09-21 00:00:00.000,10.00,apple_pay
234,54,2022-10-21 00:00:00.000,10.00,card
235,54,2022-11-20 00:00:00.000,10.00,card
236,54,2022-12-20 00:00:00.000,10.00,paypal
237,54,2023-01-19 00:00:00.000,10.00,card
238,54,2023-02-18 00:00:00.000,10.00,google_pay
239,54,2023-03-20 00:00:00.000,10.00,card
240,54,2023-04-19 00:00:00.000,10.00,card
241,54,2023-05-19 00:00:00.000,10.00,card
242,54,2023-06-18 00:00:00.000,10.00,card
243,54,2023-07-18 00:00:00.000,10.00,card
244,54,2023-08-17 00:00:00.000,10.00,paypal
245,54,2023-09-16 00:00:00.000,10.00,apple_pay
246,54,2023-10-16 00:00:00.000,10.00,card
247,54,2023-11-15 00:00:00.000,10.00,google_pay
248,54,2023-12-15 00:00:00.000,10.00,card
249,54,2024-01-14 00:00:00.000,10.00,paypal
250,54,2024-02-13 00:00:00.000,10.00,apple_pay
251,54,2024-03-14 00:00:00.000,10.00,paypal
252,54,2024-04-13 00:00:00.000,10.00,paypal
253,54,2024-05-13 00:00:00.000,10.00,card
254,54,2024-06-12 00:00:00.000,10.00,card
255,54,2024-07-12 00:00:00.000,10.00,paypal
256,54,2024-08-11 00:00:00.000,10.00,google_pay
257,54,2024-09-10 00:00:00.000,10.00,paypal
258,54,2024-10-10 00:00:00.000,10.00,google_pay
259,54,2024-11-09 00:00:00.000,10.00,paypal
260,54,2024-12-09 00:00:00.000,10.00,apple_pay
261,54,2025-01-08 00:00:00.000,10.00,card
262,54,2025-02-07 00:00:00.000,10.00,google_pay
263,54,2025-03-09 00:00:00.000,10.00,card
264,54,2025-04-08 00:00:00.000,10.00,paypal
265,54,2025-05-08 00:00:00.000,10.00,google_pay
266,54,2025-06-07 00:00:00.000,10.00,google_pay
267,54,2025-07-07 00:00:00.000,10.00,apple_pay
268,54,2025-08-06 00:00:00.000,10.00,card
269,54,2025-09-05 00:00:00.000,10.00,card
270,55,2024-04-07 00:00:00.000,10.00,card
271,55,2024-05-07 00:00:00.000,10.00,card
272,55,2024-06-06 00:00:00.000,10.00,card
273,55,2024-07-06 00:00:00.000,10.00,card
274,55,2024-08-05 00:00:00.000,10.00,card
275,55,2024-09-04 00:00:00.000,10.00,card
276,55,2024-10-04 00:00:00.000,10.00,card
277,55,2024-11-03 00:00:00.000,10.00,apple_pay
278,55,2024-12-03 00:00:00.000,10.00,google_pay
279,55,2025-01-02 00:00:00.000,10.00,card
280,55,2025-02-01 00:00:00.000,10.00,card
281,55,2025-03-03 00:00:00.000,10.00,card
282,55,2025-04-02 00:00:00.000,10.00,card
283,55,2025-05-02 00:00:00.000,10.00,apple_pay
284,55,2025-06-01 00:00:00.000,10.00,paypal
285,55,2025-07-01 00:00:00.000,10.00,card
286,55,2025-07-31 00:00:00.000,10.00,card
287,55,2025-08-30 00:00:00.000,10.00,card
288,56,2024-05-22 00:00:00.000,10.00,paypal
289,56,2024-06-21 00:00:00.000,10.00,google_pay
290,56,2024-07-21 00:00:00.000,10.00,paypal
291,56,2024-08-20 00:00:00.000,10.00,paypal
292,56,2024-09-19 00:00:00.000,10.00,card
293,56,2024-10-19 00:00:00.000,10.00,apple_pay
294,56,2024-11-18 00:00:00.000,10.00,card
295,56,2024-12-18 00:00:00.000,10.00,paypal
296,56,2025-01-17 00:00:00.000,10.00,apple_pay
297,56,2025-02-16 00:00:00.000,10.00,card
298,56,2025-03-18 00:00:00.000,10.00,google_pay
299,56,2025-04-17 00:00:00.000,10.00,card
300,56,2025-05-17 00:00:00.000,10.00,apple_pay
301,56,2025-06-16 00:00:00.000,10.00,card
302,56,2025-07-16 00:00:00.000,10.00,card
303,56,2025-08-15 00:00:00.000,10.00,card
304,56,2025-09-14 00:00:00.000,10.00,paypal
305,57,2025-07-06 00:00:00.000,10.00,apple_pay
306,57,2025-08-05 00:00:00.000,10.00,card
307,57,2025-09-04 00:00:00.000,10.00,paypal
308,58,2024-11-22 00:00:00.000,10.00,card
309,58,2024-12-22 00:00:00.000,10.00,apple_pay
310,58,2025-01-21 00:00:00.000,10.00,card
311,58,2025-02-20 00:00:00.000,10.00,card
312,58,2025-03-22 00:00:00.000,10.00,apple_pay
313,58,2025-04-21 00:00:00.000,10.00,card
314,58,2025-05-21 00:00:00.000,10.00,apple_pay
315,58,2025-06-20 00:00:00.000,10.00,paypal
316,58,2025-07-20 00:00:00.000,10.00,card
317,58,2025-08-19 00:00:00.000,10.00,paypal
318,61,2024-11-06 00:00:00.000,10.00,apple_pay
319,61,2024-12-06 00:00:00.000,10.00,google_pay
320,61,2025-01-05 00:00:00.000,10.00,google_pay
321,62,2024-03-29 00:00:00.000,10.00,google_pay
322,64,2025-02-02 00:00:00.000,10.00,card
323,64,2025-03-04 00:00:00.000,10.00,paypal
324,64,2025-04-03 00:00:00.000,10.00,paypal
325,64,2025-05-03 00:00:00.000,10.00,card
326,64,2025-06-02 00:00:00.000,10.00,card
327,64,2025-07-02 00:00:00.000,10.00,card
328,64,2025-08-01 00:00:00.000,10.00,apple_pay
329,64,2025-08-31 00:00:00.000,10.00,card
330,65,2024-09-23 00:00:00.000,10.00,paypal
331,65,2024-10-23 00:00:00.000,10.00,apple_pay
332,65,2024-11-22 00:00:00.000,10.00,card
333,65,2024-12-22 00:00:00.000,10.00,card
334,65,2025-01-21 00:00:00.000,10.00,google_pay
335,65,2025-02-20 00:00:00.000,10.00,paypal
336,65,2025-03-22 00:00:00.000,10.00,paypal
337,65,2025-04-21 00:00:00.000,10.00,card
338,65,2025-05-21 00:00:00.000,10.00,card
339,65,2025-06-20 00:00:00.000,10.00,apple_pay
340,65,2025-07-20 00:00:00.000,10.00,card
341,65,2025-08-19 00:00:00.000,10.00,card
342,71,2025-02-09 00:00:00.000,10.00,card
343,71,2025-03-11 00:00:00.000,10.00,card
344,71,2025-04-10 00:00:00.000,10.00,card
345,71,2025-05-10 00:00:00.000,10.00,card
346,71,2025-06-09 00:00:00.000,10.00,card
347,71,2025-07-09 00:00:00.000,10.00,card
348,71,2025-08-08 00:00:00.000,10.00,card
349,71,2025-09-07 00:00:00.000,10.00,paypal
350,72,2024-08-01 00:00:00.000,10.00,paypal
351,72,2024-08-31 00:00:00.000,10.00,apple_pay
352,72,2024-09-30 00:00:00.000,10.00,card
353,72,2024-10-30 00:00:00.000,10.00,paypal
354,72,2024-11-29 00:00:00.000,10.00,card
355,72,2024-12-29 00:00:00.000,10.00,card
356,72,2025-01-28 00:00:00.000,10.00,card
357,72,2025-02-27 00:00:00.000,10.00,google_pay
358,72,2025-03-29 00:00:00.000,10.00,google_pay
359,72,2025-04-28 00:00:00.000,10.00,google_pay
360,73,2025-06-23 00:00:00.000,10.00,google_pay
361,73,2025-07-23 00:00:00.000,10.00,paypal
362,73,2025-08-22 00:00:00.000,10.00,apple_pay
363,77,2023-08-12 00:00:00.000,10.00,apple_pay
364,77,2023-09-11 00:00:00.000,10.00,card
365,77,2023-10-11 00:00:00.000,10.00,paypal
366,77,2023-11-10 00:00:00.000,10.00,paypal
367,77,2023-12-10 00:00:00.000,10.00,card
368,77,2024-01-09 00:00:00.000,10.00,paypal
369,77,2024-02-08 00:00:00.000,10.00,card
370,77,2024-03-09 00:00:00.000,10.00,card
371,77,2024-04-08 00:00:00.000,10.00,card
372,77,2024-05-08 00:00:00.000,10.00,card
373,77,2024-06-07 00:00:00.000,10.00,apple_pay
374,77,2024-07-07 00:00:00.000,10.00,paypal
375,77,2024-08-06 00:00:00.000,10.00,google_pay
376,77,2024-09-05 00:00:00.000,10.00,card
377,77,2024-10-05 00:00:00.000,10.00,card
378,77,2024-11-04 00:00:00.000,10.00,card
379,77,2024-12-04 00:00:00.000,10.00,card
380,77,2025-01-03 00:00:00.000,10.00,google_pay
381,77,2025-02-02 00:00:00.000,10.00,card
382,77,2025-03-04 00:00:00.000,10.00,card
383,77,2025-04-03 00:00:00.000,10.00,paypal
384,77,2025-05-03 00:00:00.000,10.00,apple_pay
385,77,2025-06-02 00:00:00.000,10.00,card
386,77,2025-07-02 00:00:00.000,10.00,paypal
387,77,2025-08-01 00:00:00.000,10.00,apple_pay
388,77,2025-08-31 00:00:00.000,10.00,card
389,85,2025-01-04 00:00:00.000,10.00,card
390,85,2025-02-03 00:00:00.000,10.00,card
391,85,2025-03-05 00:00:00.000,10.00,apple_pay
392,85,2025-04-04 00:00:00.000,10.00,apple_pay
393,85,2025-05-04 00:00:00.000,10.00,paypal
394,85,2025-06-03 00:00:00.000,10.00,google_pay
395,85,2025-07-03 00:00:00.000,10.00,card
396,85,2025-08-02 00:00:00.000,10.00,card
397,85,2025-09-01 00:00:00.000,10.00,apple_pay
398,88,2023-11-07 00:00:00.000,10.00,paypal
399,88,2023-12-07 00:00:00.000,10.00,card
400,88,2024-01-06 00:00:00.000,10.00,google_pay
401,88,2024-02-05 00:00:00.000,10.00,card
402,88,2024-03-06 00:00:00.000,10.00,card
403,88,2024-04-05 00:00:00.000,10.00,card
404,88,2024-05-05 00:00:00.000,10.00,card
405,88,2024-06-04 00:00:00.000,10.00,card
406,88,2024-07-04 00:00:00.000,10.00,card
407,88,2024-08-03 00:00:00.000,10.00,apple_pay
408,88,2024-09-02 00:00:00.000,10.00,card
409,88,2024-10-02 00:00:00.000,10.00,google_pay
410,88,2024-11-01 00:00:00.000,10.00,card
411,88,2024-12-01 00:00:00.000,10.00,paypal
412,88,2024-12-31 00:00:00.000,10.00,card
413,88,2025-01-30 00:00:00.000,10.00,google_pay
414,88,2025-03-01 00:00:00.000,10.00,google_pay
415,88,2025-03-31 00:00:00.000,10.00,google_pay
416,88,2025-04-30 00:00:00.000,10.00,apple_pay
417,88,2025-05-30 00:00:00.000,10.00,paypal
418,88,2025-06-29 00:00:00.000,10.00,apple_pay
419,88,2025-07-29 00:00:00.000,10.00,card
420,88,2025-08-28 00:00:00.000,10.00,card
421,90,2024-12-23 00:00:00.000,10.00,google_pay
422,90,2025-01-22 00:00:00.000,10.00,card
423,90,2025-02-21 00:00:00.000,10.00,paypal
424,90,2025-03-23 00:00:00.000,10.00,card
425,90,2025-04-22 00:00:00.000,10.00,paypal
426,90,2025-05-22 00:00:00.000,10.00,paypal
427,90,2025-06-21 00:00:00.000,10.00,apple_pay
428,90,2025-07-21 00:00:00.000,10.00,apple_pay
429,90,2025-08-20 00:00:00.000,10.00,google_pay
430,91,2024-04-09 00:00:00.000,10.00,paypal
431,91,2024-05-09 00:00:00.000,10.00,apple_pay
432,91,2024-06-08 00:00:00.000,10.00,paypal
433,91,2024-07-08 00:00:00.000,10.00,paypal
434,91,2024-08-07 00:00:00.000,10.00,card
435,91,2024-09-06 00:00:00.000,10.00,card
436,91,2024-10-06 00:00:00.000,10.00,google_pay
437,91,2024-11-05 00:00:00.000,10.00,card
438,91,2024-12-05 00:00:00.000,10.00,card
439,91,2025-01-04 00:00:00.000,10.00,google_pay
440,91,2025-02-03 00:00:00.000,10.00,google_pay
441,91,2025-03-05 00:00:00.000,10.00,google_pay
442,91,2025-04-04 00:00:00.000,10.00,apple_pay
443,91,2025-05-04 00:00:00.000,10.00,apple_pay
444,91,2025-06-03 00:00:00.000,10.00,apple_pay
445,91,2025-07-03 00:00:00.000,10.00,apple_pay
446,91,2025-08-02 00:00:00.000,10.00,apple_pay
447,91,2025-09-01 00:00:00.000,10.00,card
448,94,2022-10-18 00:00:00.000,100.00,card
449,94,2023-10-18 00:00:00.000,100.00,card
450,94,2024-10-17 00:00:00.000,100.00,google_pay
451,96,2025-06-01 00:00:00.000,10.00,apple_pay
452,96,2025-07-01 00:00:00.000,10.00,card
453,96,2025-07-31 00:00:00.000,10.00,google_pay
454,96,2025-08-30 00:00:00.000,10.00,paypal
455,99,2025-03-08 00:00:00.000,10.00,card
456,99,2025-04-07 00:00:00.000,10.00,paypal
457,99,2025-05-07 00:00:00.000,10.00,card
458,99,2025-06-06 00:00:00.000,10.00,google_pay
459,102,2025-01-16 00:00:00.000,10.00,paypal
460,102,2025-02-15 00:00:00.000,10.00,card
461,102,2025-03-17 00:00:00.000,10.00,card
462,102,2025-04-16 00:00:00.000,10.00,card
463,102,2025-05-16 00:00:00.000,10.00,card
464,102,2025-06-15 00:00:00.000,10.00,apple_pay
465,102,2025-07-15 00:00:00.000,10.00,google_pay
466,102,2025-08-14 00:00:00.000,10.00,paypal
467,102,2025-09-13 00:00:00.000,10.00,card
468,107,2022-11-15 00:00:00.000,10.00,card
469,107,2022-12-15 00:00:00.000,10.00,card
470,107,2023-01-14 00:00:00.000,10.00,paypal
471,107,2023-02-13 00:00:00.000,10.00,card
472,107,2023-03-15 00:00:00.000,10.00,card
473,107,2023-04-14 00:00:00.000,10.00,google_pay
474,107,2023-05-14 00:00:00.000,10.00,paypal
475,107,2023-06-13 00:00:00.000,10.00,paypal
476,107,2023-07-13 00:00:00.000,10.00,card
477,107,2023-08-12 00:00:00.000,10.00,google_pay
478,107,2023-09-11 00:00:00.000,10.00,google_pay
479,107,2023-10-11 00:00:00.000,10.00,apple_pay
480,107,2023-11-10 00:00:00.000,10.00,paypal
481,107,2023-12-10 00:00:00.000,10.00,card
482,107,2024-01-09 00:00:00.000,10.00,google_pay
483,107,2024-02-08 00:00:00.000,10.00,google_pay
484,107,2024-03-09 00:00:00.000,10.00,card
485,107,2024-04-08 00:00:00.000,10.00,google_pay
486,107,2024-05-08 00:00:00.000,10.00,card
487,107,2024-06-07 00:00:00.000,10.00,card
488,107,2024-07-07 00:00:00.000,10.00,apple_pay
489,107,2024-08-06 00:00:00.000,10.00,card
490,107,2024-09-05 00:00:00.000,10.00,card
491,107,2024-10-05 00:00:00.000,10.00,card
492,107,2024-11-04 00:00:00.000,10.00,apple_pay
493,107,2024-12-04 00:00:00.000,10.00,card
494,107,2025-01-03 00:00:00.000,10.00,apple_pay
495,107,2025-02-02 00:00:00.000,10.00,google_pay
496,107,2025-03-04 00:00:00.000,10.00,card
497,107,2025-04-03 00:00:00.000,10.00,card
498,107,2025-05-03 00:00:00.000,10.00,apple_pay
499,107,2025-06-02 00:00:00.000,10.00,card
500,107,2025-07-02 00:00:00.000,10.00,card
501,107,2025-08-01 00:00:00.000,10.00,card
502,107,2025-08-31 00:00:00.000,10.00,card
503,109,2023-04-08 00:00:00.000,10.00,google_pay
504,109,2023-05-08 00:00:00.000,10.00,card
505,109,2023-06-07 00:00:00.000,10.00,card
506,109,2023-07-07 00:00:00.000,10.00,card
507,109,2023-08-06 00:00:00.000,10.00,paypal
508,109,2023-09-05 00:00:00.000,10.00,google_pay
509,109,2023-10-05 00:00:00.000,10.00,card
510,109,2023-11-04 00:00:00.000,10.00,google_pay
511,109,2023-12-04 00:00:00.000,10.00,card
512,109,2024-01-03 00:00:00.000,10.00,google_pay
513,109,2024-02-02 00:00:00.000,10.00,card
514,109,2024-03-03 00:00:00.000,10.00,paypal
515,109,2024-04-02 00:00:00.000,10.00,apple_pay
516,109,2024-05-02 00:00:00.000,10.00,google_pay
517,109,2024-06-01 00:00:00.000,10.00,apple_pay
518,109,2024-07-01 00:00:00.000,10.00,card
519,109,2024-07-31 00:00:00.000,10.00,paypal
520,109,2024-08-30 00:00:00.000,10.00,google_pay
521,109,2024-09-29 00:00:00.000,10.00,card
522,109,2024-10-29 00:00:00.000,10.00,google_pay
523,109,2024-11-28 00:00:00.000,10.00,card
524,109,2024-12-28 00:00:00.000,10.00,card
525,109,2025-01-27 00:00:00.000,10.00,card
526,109,2025-02-26 00:00:00.000,10.00,google_pay
